154,treatment,治療
155,farming,農業
156,case,場合
157,announcement,アナウンス
158,author,著者
159,biology,生物学
160,advertisement,広告
161,account,口座
162,data,データ
163,solution,解決(策)
164,harm,害
165,competition,競技(会)
166,industry,産業
167,participant,参加者
168,charity,慈善(事業)
169,medicine,薬
170,opinion,意見
171,payment,支払い
172,population,人口
173,access,入手方法
174,generation,(同)世代
175,resident,居住者
176,quality,質
177,distance,距離
178,variety,種類
179,career,職業
180,item,品目
181,view,見解
182,present,現在の
183,recent,最近の
184,available,手に入る
185,extra,余分の
186,successful,成功した
187,nearby,すぐ近くの
188,certain,一定の
189,similar,類似した
190,various,さまざまな
191,effective,効果的な
192,huge,ばく大な
193,serious,深刻な
194,social,社会の
195,nowadays,近ごろは
196,somewhere,どこかに
197,moreover,その上
198,sincerely,心から
199,rather,かなり
200,originally,本来(は)
201,avoid,を避ける
202,contain,を含む
203,manage,を管理[経営]する
204,consider,をみなす
205,remove,を取り除く
206,organize,を計画[準備]する
207,examine,を検査する
208,publish,を発表する
209,affect,に影響を及ぼす
210,treat,を扱う
211,participate,参加する
212,appear,のように見える
213,rent,を賃借りする
214,graduate,卒業する
215,communicate,意思疎通する
216,afford,を持つ[する]余裕がある
217,donate,を寄付する
218,promise,(に)約束する
219,remain,のままである
220,locate,に位置する
221,match,(と)調和する
222,kill,(時間・計画)をつぶす
223,occur,思い浮かぶ
224,employ,を雇う
225,involve,を巻き込む
226,perform,(を)演じる
227,spread,広まる
228,depend,当てにする
229,argue,と主張する
230,accept,に応じる
231,disappoint,を失望させる
232,edit,(原稿など)を編集する
233,complete,を完成させる
234,control,を抑制する
235,rise,上昇する
236,feed,に食べ物[エサ]を与える
237,point,指し示す
238,condition,状態
239,sense,感覚
240,decision,決定
241,goods,品物
242,cell,細胞
243,fee,料金
244,head,責任者
245,success,成功
246,opportunity,機会
247,movement,(政治・社会的)運動
248,clothing,衣類
249,instance,例
250,concern,関心事
251,economy,経済
252,guest,訪問客
253,rest,残り
254,income,収入
255,transportation,輸送[交通](機関)
256,communication,意思の疎通
257,coast,海岸
258,advantage,利点
259,effort,努力
260,period,期間
261,license,免許証
262,invention,発明
263,laptop,ノートパソコン
264,agency,代理店
265,evidence,証拠
266,neighborhood,近所
267,appointment,(会う)約束
268,measure,措置
269,temperature,温度
270,salary,給料
271,creature,生き物
272,direction,(行き方などの)指示
273,crime,犯罪
274,deadline,締切
275,role,役割
276,image,画像
277,society,社会
278,climate,(ある地域の平均的な)気候
279,survey,調査
280,experiment,実験
281,vitamin,ビタミン
282,particular,特定の
283,harmful,有害な
284,convenient,都合のいい
285,public,公の
286,medical,医学の
287,original,最初の
288,economic,経済の
289,nervous,心配して
290,empty,空の
291,global,地球全体の
292,frequent,頻繁な
293,surprising,驚くべき
294,regularly,定期的に
295,lately,近ごろ
296,immediately,直ちに
297,furthermore,その上
298,unfortunately,不運にも
299,downtown,町の中心部へ[で]
300,despite,〜にもかかわらず
301,complain,不平を言う
302,decorate,を飾る
303,preserve,を保存する
304,inform,に通知する
305,discuss,について議論する
306,upset,を動揺させる
307,destroy,を破壊する
308,promote,を促進する
309,concentrate,集中する
310,estimate,を見積もる
311,suppose,〜することになっている
312,request,に頼む
313,advertise,を宣伝[広告]する
314,marry,と結婚する
315,separate,を離す
316,search,(を)探す
317,click,をクリックする
318,release,を放つ
319,apply,申し込む
320,pack,を詰める
321,fit,に適合する
322,recognize,を見分ける
323,delay,を遅らせる
324,transport,を輸送する
325,respect,を尊敬する
326,celebrate,(を)祝う
327,connect,をつなぐ
328,gather,を集める
329,hand,(物)を手渡す
330,compare,を比較する
331,appreciate,を感謝する
332,stick,くっつく
333,adopt,を採用する
334,source,源
335,trend,傾向
336,reservation,(座席・部屋などの)予約
337,detail,詳細
338,clerk,店員
339,issue,問題(点)
340,approach,取り組み方
341,majority,大多数
342,location,場所
343,relationship,関係
344,equipment,用具
345,battery,電池
346,object,物
347,software,ソフトウェア
348,air conditioner,冷暖房装置
349,engine,エンジン
350,officer,警察官
351,conversation,会話
352,blanket,毛布
353,global warming,地球温暖化
354,law,法律
355,disease,病気
356,knowledge,知識
357,discovery,発見
358,challenge,難題
359,muscle,筋肉
360,ingredient,材料
361,agent,仲介者
362,fear,恐れ
363,fashion,流行
364,balance,つり合い
365,instructor,教官
366,development,発達
367,technique,(専門的)技術
368,director,映画監督
369,exhibition,展覧(会)
370,region,地域
371,facility,施設
372,aim,狙い
373,assignment,課題
374,trail,(山中の)小道
375,scene,現場
376,pressure,圧力
377,response,応答
378,vehicle,乗り物
379,skin,肌
380,fossil,化石
381,electric,電気の
382,current,現在の
383,environmental,環境の
384,rare,珍しい
385,efficient,能率的な
386,personal,個人の
387,confident,確信して
388,past,過去の
389,solar,太陽の
390,official,公式の
391,valuable,高価な
392,casual,(衣服が)カジュアルな
393,negative,好ましくない
394,major,主要な
395,classic,(文学・芸術などが)最高水準の
396,especially,特に
397,directly,直接に
398,frequently,頻繁に
399,environmentally,環境(保護)の点で
400,eventually,結局(は)
401,consume,を消費する
402,count,(を)数える
403,remind,に思い出させる
404,warn,(に)警告する
405,rely,頼る
406,respond,答える
407,refer,参照する
408,behave,振る舞う
409,scare,をおびえさせる
410,disturb,の邪魔をする
411,cover,(話題など)を扱う
412,reserve,(座席・部屋など)を予約する
413,deliver,を配達する
414,trust,を信頼する
415,upgrade,(の)質を高める
416,roll,を巻く
417,surf,(ウェブサイトなど)を見て回る
418,beat,鼓動する
419,lay,(卵)を産む
420,register,(を)登録する
421,expand,(を)拡大[拡張]する
422,cure,(患者・病気)を治す
423,rush,急いで行く
424,scan,をスキャンする
425,promotion,昇級
426,improvement,改善
427,degree,学位
428,instruction,指示
429,countryside,田舎
430,brand,ブランド
431,privacy,プライバシー
432,healthcare,医療
433,term,期間
434,clinic,診療所
435,safety,安全(性)
436,blood,血
437,tourism,観光事業
438,construction,建設(工事)
439,temple,寺院
440,demand,需要
441,crop,作物
442,campaign,(社会的・政治的・商業的な)組織的活動[運動]
443,conference,(公式の)会議
444,poison,毒
445,chemistry,化学
446,delivery,配達
447,slum,スラム街
448,panel,パネル
449,flavor,香味料
450,surface,表面
451,death,死
452,carbon dioxide,二酸化炭素
453,bone,骨
454,average,平均
455,gallery,美術館
456,credit card,クレジットカード
457,board,委員会
458,valley,谷
459,decade,10年間
460,recommendation,推薦
461,organ,臓器
462,policy,政策
463,sample,見本
464,custom,慣習
465,contract,契約(書)
466,standard,基準
467,relative,親類
468,active,活動的な
469,stressful,ストレスの多い
470,positive,肯定的な
471,aware,知って
472,either,どちらでも
473,regular,規則正しい
474,private,個人の
475,worth,値する
476,flexible,融通の利く
477,individual,個々の
478,electronic,電子の
479,violent,暴力的な
480,educational,教育的な
481,wealthy,裕福な
482,ordinary,普通の
483,physical,身体の
484,attractive,魅力的な
485,portable,持ち運びできる
486,unlikely,ありそうにもない
487,real-estate,不動産の
488,traditionally,伝統的に
489,further,さらに
490,rapidly,急速に
491,properly,適切に
492,indeed,事実として
493,differently,異なって
494,mostly,ほとんど
495,completely,完全に
496,gradually,徐々に
497,dramatically,劇的に
498,overtime,時間外に
499,freely,自由に
500,neither,どちらも〜ない
501,select,を選ぶ
502,arrange,(会合の日時など)を取り決める
503,observe,を観察する
504,switch,を交換する
505,bend,を曲げる
506,prove,わかる
507,achieve,を達成する
508,transfer,を移す
509,impress,を感心させる
510,fold,を祈る
511,correct,を訂正する
512,reply,返事をする
513,emphasize,を強調する
514,spill,をこぼす
515,confuse,を当惑させる
516,breathe,呼吸する
517,lie,横になる
518,lock,にカギをかける
519,spin,回る
520,process,(食品・原料など)を加工処理する
521,trap,を閉じ込める
522,rob,から奪う
523,analyze,を分析する
524,choice,選択
525,profit,利益
526,influence,影響
527,tradition,伝統
528,purpose,目的
529,consumer,消費者
530,production,生産
531,audience,観衆
532,cash,現金
533,emotion,感情
534,growth,成長
535,range,範囲
536,impact,影響
537,tournament,トーナメント
538,emergency,緊急
539,roommate,ルームメイト
540,guard,守衛
541,rate,速度
542,lack,不足
543,expense,費用
544,step,1段階
545,pattern,パターン
546,shelf,棚
547,jewelry,宝石類
548,childhood,子供のころ
549,pamphlet,パンフレット
550,assistant,助手
551,section,区間
552,politician,政治家
553,shark,サメ
554,conclusion,結論
555,document,文書
556,loss,損失
557,application,申し込み
558,shortage,不足
559,password,パスワード
560,co-worker,同僚
561,screen,画面
562,code,暗号
563,pain,痛み
564,reality,現実
565,exhibit,展示品
566,programmer,プログラマー
567,signal,信号
568,instinct,本能
569,army,陸軍
570,route,(一定の規則的な)道
571,bubble,泡
572,banking,銀行業
573,label,ラベル
574,dinosaur,恐竜
575,terrible,ひどい
576,boring,退屈な
577,due,期限が来て
578,exact,正確な
579,high-quality,高品質の
580,tiny,わずかな
581,senior,上位の
582,unusual,普通でない
583,mysterious,神秘的な
584,unhealthy,不健康な
585,specific,特定の
586,accurate,正確な
587,poisonous,有毒な
588,mental,精神の
589,exactly,まさに
590,naturally,自然に
591,normally,通常は
592,generally,一般に
593,nevertheless,それにもかかわらず
594,entirely,完全に
595,efficiently,能率的に
596,meanwhile,その間(に)
597,accidentally,誤って
598,locally,地元で
599,unlike,〜とは違って
600,within,〜以内に
601,note,に注意する
602,bury,を埋める
603,bother,を悩ます
604,weigh,の重さがある
605,sort,を分類する
606,freeze,凍る
607,update,をアップデートする
608,stretch,を伸ばす
609,display,を展示する
610,pour,を注ぐ
611,judge,(を)審査する
612,roast,を炒る
613,supply,を供給する
614,survive,存在し続ける
615,lift,を持ち上げる
616,apologize,謝る
617,obtain,を得る
618,associate,を結び付けて考える
619,advance,を促進する
620,progress,進歩する
621,doubt,を疑う
622,invest,(を)投資する
623,evolve,進化する
624,represent,を代表する
625,adapt,を適応させる
626,shock,に衝撃を与える
627,strengthen,を強くする
628,consist,成り立っている
629,react,反応する
630,insert,を挿入する
631,favor,親切な行為
632,inconvenience,不便(さ)
633,poverty,貧困
634,fund,資金
635,aspect,局面
636,means,手段
637,theory,仮説
638,strength,力
639,collection,収蔵品
640,positin,職
641,factor,要因
642,structure,構造
643,destination,目的地
644,combination,組み合わせ
645,connection,接続
646,link,つながり
647,council,会議
648,vegetarian,ベジタリアン
649,laboratory,研究室
650,navy,海軍
651,publisher,出版社
652,lamp,ランプ
653,championship,選手権
654,tutor,家庭教師
655,insurance,保険
656,court,(テニスなどの)コート
657,counter,カウンター
658,orchestra,オーケストラ
659,handwriting,手書き
660,sight,視力
661,title,題名
662,avenue,大通り
663,billion,10億
664,habit,(個人的な)習慣
665,cycle,サイクル
666,container,容器
667,breath,息
668,entry,入る権利
669,jam,混雑
670,drug,薬
671,youth,青年時代
672,mineral,鉱物
673,requirement,必要条件
674,league,リーグ
675,content,中身
676,anxiety,不安
677,false,間違った
678,artifical,人工の
679,unique,唯一の
680,thin,薄い
681,long-term,長期の
682,historic,歴史上有名な
683,tough,困難な
684,actual,実際の
685,cultural,文化の
686,latest,最新の
687,constant,絶えず続く
688,nearly,ほとんど
689,poorly,下手に
690,simply,単に
691,mainly,主に
692,rarely,めったに〜ない
693,correctly,正しく
694,shortly,まもなく
695,afterwards,その後
696,currently,現在
697,extremely,極めて
698,healthily,健康的に
699,besides,その上
700,except,〜を除いては
701,metter,重大である
702,recover,回復する
703,surround,を囲む
704,succeed,成功する
705,repeat,を繰り返す
706,adjust,を調節する
707,migrate,(鳥、魚が)渡る
708,digest,を消化する
709,reset,を再設定する
710,renew,を更新する
711,maintain,を維持する
712,memorize,を記憶する
713,debate,討論する
714,flow,(液体や個体が)流れる
715,determine,を決定する
716,struggle,奮闘する
717,refund,を払い戻す
718,qualify,に資格を与える
719,motivate,にやる気を起こさせる
720,convert,を変える
721,satisfy,(条件)を満たす
722,flood,を水浸しにする
723,calculate,を計算する
724,chase,を追いかける
725,stare,(を)じっと見る
726,sail,出航する
727,expectation,予想
728,layer,層
729,powder,粉
730,traveler,旅行者
731,steel,鋼鉄
732,journey,旅
733,nation,国家
734,essay,小論文
735,diet,ダイエット
736,task,(課せられた)仕事
737,enemy,敵
738,receipt,領収書
739,surgery,手術
740,childcare,育児
741,threat,脅威
742,error,誤り
743,flexibility,柔軟性
744,lifetime,一生
745,mess,取り散らかしたもの
746,function,機能
747,gender,性別
748,household,家族
749,vaccine,ワクチン
750,calculation,計算
751,user,利用者
752,liqud,液体
753,manufacturer,製造業者
754,satellite,衛星
755,civilization,文明
756,feeling,感情
757,risk,リスク
758,workplace,職場
759,behavior,行動
760,graph,グラフ
761,luxury,贅沢(品)
762,newsletter,会報
763,ray,光線
764,anniversary,記念日
765,partnership,提携
766,aisle,通路
767,session,活動のための集まり
768,cruise,遊覧航海
769,microscope,顕微鏡
770,ecotourism,エコツーリズム
771,rude,失礼な
772,urban,都会の
773,frozen,(食料品が)冷凍した
774,religious,宗教の
775,disabled,身体障がいの
776,talented,才能がある
777,anxious,心配して
778,best-selling,ベストセラーの
779,incorrect,間違った
780,stylish,おしゃれな
781,financial,財政(上)の
782,enormous,莫大な
783,temporary,一時的な
784,organic,有機の
785,blind,目の不自由な
786,dizzy,めまいがする
787,low-income,低収入の
788,perhaps,もしかすると
789,increasingly,ますます
790,particulary,特に
791,worldwide,世界中に
792,additionaly,またさらに
793,commonly,一般に
794,closely,綿密に
795,thus,従って
796,overnight,一晩中
797,fairly,公正に
798,relatively,比較的
799,wherever,どこで〜しようとも
800,whenever,〜するときはいつも
801,identify,を特定する
802,specialize,専門とする
803,sink,沈む
804,commit,(罪など)を犯す
805,threaten,を脅す
806,monitor,を監視する
807,unpack,(包みなど)を開けて中身を出す
808,enlarge,を大きくする
809,stir,(を)かき混ぜる
810,postpone,を延期する
811,witness,を目撃する
812,restore,を修復する
813,express,(考えなど)を表現する
814,hide,隠れる
815,announce,を公表する
816,compete,競争する
817,retire,定年退職する
818,wipe,を拭く
819,broadcast,(を)放送する
820,puzzle,を当惑させる
821,earn,(賃金など)を稼ぐ
822,combine,を結びつける
823,bet,絶対〜だと確信する
824,crash,衝突する
825,wave,(手・旗など)(を)振る
826,dive,(頭から)飛び込む
827,overcome,(困難など)に打ち勝つ
828,indicate,を指し示す
829,exist,存在する
830,bear,に耐える
831,identity,身元
832,atmosphere,大気
833,contrast,対照
834,sunset,日没
835,chess,チェス
836,kindergarten,幼稚園
837,length,長さ
838,contribution,貢献
839,economics,経済学
840,gap,隙間
841,wool,羊毛
842,tail,しっぽ
843,fiber,繊維
844,humidity,湿度
845,perfume,香り
846,feather,羽
847,playground,遊び場
848,amusement,楽しみ
849,sumester,(2学期制の)学期
850,symbol,象徴
851,operation,手術
852,tongue,舌
853,occasion,(特定の)時
854,envelope,封筒
855,rtythm,リズム
856,souvenir,土産
857,authority,当局
858,canser,がん
859,tribe,部族
860,birth,出産
861,loan,借金
862,historian,歴史学者
863,soil,土
864,background,経歴
865,volcano,火山
866,ancestor,祖先
867,engineering,工学
868,prescription,処方箋
869,secretary,秘書
870,attraction,人を引き付けるもの
871,reward,報酬
872,checkup,健康診断
873,datebase,データベース
874,bomb,爆弾
875,coal,石炭
876,nonfiction,ノンフィクション
877,wire,電信線
878,blog,ブログ
879,lung,肺
880,pump,ポンプ
881,fingerprint,指紋
882,poetry,(文学の一形式としての)詩
883,scar,傷跡
884,stain,しみ
885,aluminum,アルミニウム
886,freeway,高速道路
887,influenza,インフルエンザ
888,suburb,郊外
889,affection,愛情
890,artwoek,芸術作品
891,massage,マッサージ
892,tip,秘訣
893,newborn,生まれたばかりの
894,unexpected,意外な
895,virtual,仮想の
896,generous,気前の良い
897,commercial,商業の
898,academic,学問の
899,extreme,極度の
900,permanently,永久に
901,import,を輸入する
902,vary,変わる、異なる、を変える
903,deserve,値する
904,heal,(傷などが)治る、(傷・病人)を治す
905,appeal,訴える、懇願する
906,insist,強く主張する
907,accomplish,を成し遂げる
908,dislike,を嫌う
909,bloom,(花が)咲く
910,refresh,(気分)をさわやかにする、を元気づける
911,tremble,震える
912,float,浮かぶ、漂う
913,vote,投票する
914,decline,衰退する、(を)丁重に断る
915,refuse,拒否する
916,establish,を設立する、を確立する
917,oppose,に反対する、を対抗させる
918,ban,を禁止する
919,alter,を変える、を改める、変わる
920,mention,に言及する
921,confirm,を確かめる、を確証する
922,defeat,を負かす
923,detect,を検出する、を感知する
924,absorb,夢中になる
925,install,(装置など)を設置する、(ソフトなど)をインストールする
926,educate,を教育する
927,stock,(商品)を店に置いている、に補充する
928,foundation,基礎、団体、設立、根拠
929,suggestion,提案
930,resource,資源、資金、(いざというときの)手段
931,graduation,卒業
932,permission,許可
933,lecture,講演、講義、説教
934,budgest,予算、経費
935,management,経営、管理
936,citizen,国民、市民
937,candidate,候補者、志願者
938,geography,地理学、地理
939,option,選択権、選択の自由、選択肢
940,summary,要約
941,possibility,可能性
942,employment,雇用、勤務
943,supporter,支持者、後援者
944,consequence,結果、結論
945,criminal,犯罪者、犯人
946,warmth,暖かさ、温かさ、温情
947,branch,支店、技
948,automobile,自動車
949,edge,端、縁、(刃物の)刃
950,thunderstorm,激しい雷雨
951,documentary,ドキュメンタリー(番組・映画)、実録
952,studio,スタジオ、アトリエ
953,weapon,武器、兵器
954,procedure,手順、手続き
955,reputation,評判、名声
956,species,種
957,substance,物質、実質
958,status,地位、身分
959,desire,願望、欲望、欲求
960,deal,量
961,biofuel,バイオ燃料
962,room,余地、場所、部屋
963,internship,インターンシップ、実習訓練(期間)
964,wheel,車輪
965,principal,校長、長
966,shot,(ワクチンなどの)注射、シュート、発泡
967,laundry,洗濯(物)、クリーニング店
968,press,新聞、報道機関
969,fitness,健康、適合
970,scenery,風景、景色
971,figure,数字、体型、人物
972,disagreement,意見の相違、不一致
973,suitable,適した
974,guilty,罪悪感のある、有罪の
975,inexpensive,安価な
976,curios,好奇心の強い、知りたがる、奇妙な
977,ethnic,民族的な
978,leftover,食べ残し
979,potential,潜在的な
980,general,一般的な、全体の
981,complex,複雑な、複合の
982,overall,全般(全体)的な
983,alternative,代わりの、二者択一の
984,additional,追加の
985,cheerful,元気の良い、陽気な
986,imperial,皇帝の、帝国の
987,face-to-face,対面の
988,informal,くだけた、非公式の
989,eco-friendly,環境に優しい
990,secondhand,中古の
991,homeless,家のない
992,sound,健全な、安定した、妥当な
993,scary,怖い、恐ろしい
994,classical,古典的な、古典主義の
995,responsible,責任のある
996,awake,目が覚めて
997,slightly,わずかに
998,specially,特別に、特に
999,silently,黙って、静かに
1000,hopefully,うまくいけば、願わくば
1001,settle,定住する、(問題・紛争など)を解決する
1002,inspire,を奮い立たせる
1003,launch,を発射する、を開始する、を売り出す
1004,define,を定義する、を明確にする
1005,insult,を侮辱する
1006,deny,を否定する
1007,compose,(音楽・芸術など)を創作する、構成される
1008,dump,(ゴミなど)を捨てる
1009,expire,(期限が)切れる
1010,ease,を和らげる
1011,rebuild,を改築する、を再建する
1012,shorten,を短くする
1013,split,を分ける
1014,bleed,出血する
1015,reuse,を再利用する
1016,rewrite,書き直す
1017,restart,を再開始する
1018,astonish,を驚かす
1019,beg,に懇願する
1020,introduction,序論、導入、紹介
1021,efficiency,効率、能率
1022,complaint,不平、苦情
1023,trial,裁判、試み
1024,apology,おわび、謝罪
1025,rival,競争相手、ライバル
1026,defence,防御(力)、守備(力)
1027,equality,平等
1028,quantity,量
1029,objection,反対、意義
1030,reduction,減少、短縮、削減
1031,applicant,志願者、応募者
1032,workshop,研修会、ワークショップ
1033,disadvantage,不利な立場、不利(な点)
1034,literature,文学、文献
1035,creator,創作者
1036,frame,額縁、枠、骨組み
1037,confidence,自信、信頼
1038,cooperation,協力、協調性
1039,pioneer,先駆者、開拓者
1040,specialist,専門家
1041,vocabulary,語彙
1042,wage,給料、賃金
1043,definition,定義
1044,greenhouse,温室
1045,accuracy,精度、正確さ
1046,depression,憂うつ、うつ病、不景気
1047,hurricane,ハリケーン
1048,inventor,発明者、考案者
1049,architect,建築家、設計者
1050,roof,屋根
1051,ceiling,天井
1052,calculator,計算機
1053,storage,保管、貯蔵
1054,dormitory,寮、(学校の)寄宿舎
1055,cave,洞窟、洞穴
1056,echo,反響、こだま
1057,representative,代表者、代理人
1058,former,前の、先の
1059,widespread,広く行き渡った、普及した
1060,beneficial,有益な、ためになる
1061,historical,歴史の、歴史に関する
1062,ideal,理想的な
1063,extinct,絶滅した、廃止された
1064,creative,創造的な、想像力のある
1065,relevant,関連した
1066,initial,最初の
1067,reasonable,(値段が)手ごろな、道理をわきまえた、筋の通った
1068,appropriate,適切な
1069,obvious,明らかな
1070,permanent,永続的な、永久不変の
1071,full-time,常勤の、正規の
1072,challenging,やりがいのある
1073,complicated,複雑な、ややこしい
1074,dramatic,劇的な、演劇の
1075,innocent,無罪の、無邪気な
1076,reliable,信頼できる
1077,stable,安定した
1078,unnecessary,不要な
1079,rapid,急速な
1080,regional,地方の、局地的な
1081,vital,極めて重要な、不可欠な
1082,adequate,十分な
1083,formal,正式の、(服装が)正装の
1084,smooth,円滑に動く、なめらかな
1085,opposite,逆の、反対の
1086,definitely,間違いなく
1087,totally,全く、すっかり
1088,separately,離れて、別々に
1089,steadily,着実に
1090,importantly,重要なことには
1091,terribly,ひどく、とても
1092,effectively,効果的に、有効に
1093,basically,基本的にな
1094,constantly,いつでも、絶えず
1095,negatively,否定的に、消極的に
1096,independently,独立して、自主的に
1097,truly,本当に、実に
1098,economically,経済的に
1099,throughout,〜の間中ずっと、〜の至るところで
1100,plus,〜を加えて、〜に加えて
1101,direct,を指揮する、を向ける
1102,admit,を認める
1103,regret,を後悔する
1104,predict,(を)予測する、(を)予言する
1105,cough,咳をする
1106,commute,通勤[通学]する
1107,resist,を我慢する、に抵抗する
1108,inherit,を継ぐ、を相続する
1109,sacrifice,を犠牲にする
1110,imply,をほのめかす、をあんに示す
1111,tolerate,を許容する、を我慢する、に耐える
1112,yell,どなる、叫ぶ
1113,impose,(義務や税)を課す
1114,guarantee,を保証する
1115,substitute,を代わりをする、を代わりに用いる
1116,collapse,崩壊する
1117,approve,を承認する、良いと認める
1118,interfere,邪魔する
1119,compnesate,に埋め合わせをする
1120,feature,を主演させる、を特集する
1121,bite,(を)かむ、(を)刺す
1122,fault,責任、欠点
1123,foreigner,外国人
1124,eyesight,視力
1125,reminder,リマインダー、思い起こさせるもの
1126,forecast,(天気)予報、予測
1127,scholarship,奨学金、学識
1128,breeze,そよ風
1129,sculpture,彫刻(作品)
1130,exception,例外
1131,luggage,手荷物、旅行用スーツケース
1132,altitude,高度、海抜
1133,handout,配布資料
1134,lens,レンズ
1135,masterpiece,傑作、名作
1136,stranger,見知らぬ人、他人
1137,illustration,挿絵、説明書
1138,accomplishment,業績、成果
1139,chest,胸(部)
1140,heartbeat,心臓の鼓動
1141,mask,マスク、面
1142,script,台本
1143,brightness,明るさ、鮮やかさ
1144,encouragement,励ましとなるもの、奨励、促進
1145,profile,プロフィール、人物紹介、略歴
1146,joy,喜び、うれしさ
1147,trade,貿易、商売
1148,value,価値、値段
1149,version,(製品などの)型、(出版物などの)版
1150,comment,論表、意見、コメント
1151,rumor,うわさ
1152,fiction,(架空の)物語、フィクション
1153,faith,信頼、信用
1154,duty,職務、義務
1155,proposal,提案(書)、計画案
1156,debt,借金
1157,barrier,障壁、障害
1158,disaster,天災、災難
1159,cigarette,巻きたばこ
1160,absolute,完全な、絶対的な
1161,independent,独立した
1162,entire,全体の、完全な
1163,capable,有能な、できる
1164,previous,以前の、前の、先の
1165,unclear,不明確な
1166,unsure,確信がない、確かでない
1167,unbelievable,信じられない、驚くほど素晴らしい
1168,uncomfortable,心地の良くない
1169,spare,余分の、予備の
1170,exclusive,高級な、排他的な
1171,rough,大まかな、粗い、乱暴な
1172,farther,もっと遠い
1173,ridiculous,ばかげた
1174,royal,王室の、国王[女王]の
1175,pleasant,快い、気持ちの良い
1176,precious,貴重な、高価な
1177,nonprofit,非営利的な
1178,messy,散らかった、汚い
1179,romantic,恋愛の、ロマンチックな、空想的な
1180,rooftop,屋上[屋根]にある
1181,embarrassed,きまりの悪い、恥ずかしい
1182,ugly,醜い、見苦しい
1183,unwanted,不必要な、望まれていない
1184,carry-on,機内持ち込みの
1185,shiny,光る、光沢のある
1186,up-to-date,最新(式)の
1187,salty,塩気のある、塩分の多い
1188,possibly,もしかしたら、たぶん
1189,purely,全く、純粋に、混じり気なく
1190,otherwise,そうでなければ
1191,randomly,無作為に
1192,amazingly,驚くほど、驚くべきことに
1193,visually,視覚的に、外見は
1194,individually,個々に、個別に
1195,temporarily,一時的に
1196,exceptionally,並外れて、例外として
1197,halfway,中途で、半分だけ
1198,objectively,客観的に
1199,fluently,流ちょうに
